date,facility_id,patients_in,patients_out,beds_occupied,beds_available,ambulances_used,doctors_available,staff_available
2024-05-03,FAC0093,40,36,248,55,2,8,10
2023-03-04,FAC0284,25,3,168,47,2,1,19
2024-09-19,FAC0010,1,1,12,1,0,4,11
2024-06-10,FAC0045,2,1,31,6,1,8,14
2023-05-01,FAC0193,1,2,20,4,1,7,6
2023-01-19,FAC0106,0,3,34,6,0,7,8
2024-01-10,FAC0158,42,53,303,144,5,1,6
2023-01-09,FAC0207,1,2,17,18,0,5,11
2024-07-01,FAC0203,0,5,83,15,2,10,16
2024-08-24,FAC0198,1,1,8,10,1,7,13
2024-02-23,FAC0001,1,0,10,14,0,3,5
2024-07-09,FAC0145,5,4,11,23,1,9,7
2023-02-11,FAC0027,36,40,191,163,1,3,9
2024-03-15,FAC0211,1,0,6,6,1,6,16
2024-12-02,FAC0055,1,43,162,270,0,5,10
2024-04-25,FAC0003,2,2,18,2,1,4,9
2024-12-02,FAC0159,3,3,19,22,1,6,8
2023-01-12,FAC0245,1,5,27,17,0,1,18
2023-07-13,FAC0008,2,2,12,12,1,3,6
2023-11-08,FAC0239,0,0,1,4,0,6,5
2024-09-10,FAC0037,4,7,104,67,4,10,17
2023-12-22,FAC0280,58,11,359,75,2,4,21
2023-02-09,FAC0049,2,10,76,13,0,7,8
2024-02-06,FAC0137,0,0,7,14,0,2,6
2023-03-02,FAC0014,3,2,41,3,1,4,19
2023-01-21,FAC0202,0,4,61,6,3,6,9
2024-08-12,FAC0086,25,24,250,65,8,3,10
2024-01-27,FAC0115,6,4,38,21,2,3,11
2023-05-24,FAC0046,2,1,10,5,0,4,12
2023-04-06,FAC0068,2,2,13,14,0,8,10
2023-06-11,FAC0135,0,3,28,2,1,8,12
2024-05-20,FAC0080,1,0,6,8,0,7,10
2024-09-03,FAC0156,11,10,61,39,4,7,9
2024-06-20,FAC0031,42,30,303,88,5,1,7
2024-07-03,FAC0049,0,7,32,57,2,6,10
2023-12-02,FAC0157,4,0,13,17,1,5,12
2023-05-11,FAC0215,6,1,26,14,1,3,14
2024-02-10,FAC0177,2,4,15,23,3,4,7
2024-11-11,FAC0246,8,4,25,34,0,2,16
2024-11-06,FAC0044,0,4,28,8,2,7,21
2023-12-20,FAC0180,7,1,164,14,9,3,12
2023-01-03,FAC0186,1,1,14,2,0,8,13
2024-04-26,FAC0016,2,2,15,3,2,6,16
2023-07-07,FAC0289,6,5,18,28,1,4,15
2024-07-03,FAC0034,1,0,5,5,1,6,15
2024-07-20,FAC0105,2,0,22,8,1,4,20
2023-06-12,FAC0148,1,0,4,7,1,4,8
2023-10-01,FAC0185,31,28,128,126,7,10,13
2023-09-08,FAC0264,6,6,66,7,1,3,14
2024-11-20,FAC0054,58,13,281,207,5,3,16
2023-06-24,FAC0275,0,0,13,16,0,8,13
2024-08-08,FAC0004,3,2,9,15,0,8,14
2024-10-14,FAC0259,0,1,15,4,1,3,18
2024-05-18,FAC0125,3,0,12,11,0,6,14
2024-02-02,FAC0010,0,0,6,7,0,5,14
2023-02-27,FAC0251,0,1,17,7,0,10,13
2024-07-27,FAC0015,1,14,97,75,3,10,12
2023-09-05,FAC0297,3,0,16,5,0,6,10
2024-02-07,FAC0294,2,0,13,15,1,10,8
2024-09-17,FAC0166,0,1,15,2,1,4,13
2024-02-05,FAC0089,1,5,49,12,2,4,10
2023-06-29,FAC0087,1,0,8,9,0,5,11
2023-02-04,FAC0124,24,6,183,77,6,2,15
2024-05-07,FAC0011,1,2,16,3,1,4,10
2024-05-09,FAC0113,1,0,5,8,0,7,9
2023-07-04,FAC0204,1,0,4,2,1,4,19
2023-03-06,FAC0077,0,1,5,5,1,6,9
2023-05-29,FAC0033,9,5,20,42,1,4,12
2023-12-31,FAC0244,0,1,7,4,0,5,11
2023-07-08,FAC0002,6,4,28,14,1,5,10
2024-12-03,FAC0276,3,3,11,22,1,6,11
2024-09-16,FAC0206,3,2,20,5,0,5,17
2024-03-10,FAC0169,2,8,58,29,1,5,12
2023-02-06,FAC0235,3,0,17,14,1,6,7
2023-01-24,FAC0151,6,6,48,18,1,1,8
2024-11-24,FAC0089,3,7,18,43,0,4,7
2023-12-09,FAC0054,43,40,435,53,0,7,21
2024-11-26,FAC0218,1,1,5,6,0,9,19
2024-03-23,FAC0009,1,1,25,5,1,5,17
2024-08-02,FAC0271,0,0,11,10,0,4,13
2024-10-19,FAC0248,5,6,37,30,1,9,6
2023-12-04,FAC0290,1,2,13,16,0,10,8
2024-01-06,FAC0012,0,0,5,5,0,3,18
2024-09-11,FAC0173,1,1,10,12,0,4,10
2023-01-07,FAC0238,3,8,38,39,2,3,13
2024-12-30,FAC0191,6,2,45,4,0,5,7
2024-08-31,FAC0188,26,31,200,108,3,1,13
2023-04-22,FAC0237,1,1,19,10,0,2,9
2024-11-26,FAC0073,0,1,6,2,0,3,17
2023-12-21,FAC0039,0,0,11,19,1,4,17
2023-03-16,FAC0225,2,3,28,2,2,5,8
2023-11-05,FAC0135,2,0,16,14,0,6,16
2023-06-06,FAC0090,3,1,15,15,1,4,14
2023-05-01,FAC0274,9,8,54,38,1,3,20
2023-06-12,FAC0072,1,0,42,26,0,12,19
2023-06-30,FAC0237,1,3,27,2,1,2,11
2024-09-07,FAC0086,29,18,199,116,1,3,10
2024-12-09,FAC0276,2,3,26,7,0,7,7
2024-06-03,FAC0107,11,0,25,51,3,6,20
2023-06-09,FAC0009,2,3,15,15,2,4,18
2023-02-25,FAC0281,18,45,165,309,4,3,12
2024-05-07,FAC0237,4,0,16,13,1,5,10
2024-03-11,FAC0054,29,1,388,100,7,5,16
2024-03-06,FAC0248,0,0,37,30,1,7,5
2024-03-01,FAC0269,3,2,21,3,1,7,12
2024-11-10,FAC0275,1,2,11,18,0,11,14
2023-08-13,FAC0280,29,42,161,273,2,3,14
2023-12-13,FAC0190,5,0,39,42,1,11,13
2024-02-20,FAC0114,0,1,13,23,3,4,11
2024-06-27,FAC0084,4,2,17,14,0,3,7
2024-07-07,FAC0212,3,2,33,22,6,7,9
2023-05-22,FAC0176,0,2,15,10,1,10,9
2023-05-27,FAC0260,6,1,35,9,2,5,18
2023-01-29,FAC0029,2,2,16,3,0,4,13
2024-02-15,FAC0194,6,3,25,22,1,8,22
2023-01-12,FAC0131,5,4,22,19,2,2,14
2023-06-27,FAC0286,2,2,10,8,2,3,10
2024-11-20,FAC0076,1,2,33,4,1,7,10
2024-10-30,FAC0292,2,0,15,8,0,6,15
2024-03-23,FAC0132,2,1,15,14,0,7,11
2023-02-08,FAC0042,0,1,9,13,1,2,8
2023-05-04,FAC0032,1,1,4,9,0,6,13
2023-09-07,FAC0186,1,0,13,3,1,6,8
2024-05-29,FAC0059,2,4,28,8,2,6,11
2023-01-14,FAC0177,1,4,18,20,0,5,9
2023-05-20,FAC0089,2,4,51,10,1,7,9
2023-04-07,FAC0097,8,9,35,51,0,5,17
2024-01-13,FAC0299,4,3,11,18,0,6,8
2024-05-01,FAC0080,2,1,11,3,0,4,8
2024-11-15,FAC0046,0,1,7,8,0,3,8
2023-07-01,FAC0161,1,0,9,2,1,6,8
2024-08-17,FAC0204,1,0,4,2,1,5,22
2024-01-02,FAC0270,4,5,44,5,1,2,15
2024-03-04,FAC0254,1,0,13,3,0,6,5
2024-03-10,FAC0055,17,10,390,42,1,6,9
2023-06-13,FAC0223,4,0,28,4,1,7,11
2023-11-18,FAC0029,0,2,10,9,0,3,12
2023-09-20,FAC0135,2,2,9,21,1,11,22
2023-12-21,FAC0275,2,2,19,10,0,5,12
2023-04-24,FAC0291,1,2,15,23,1,3,18
2023-01-12,FAC0116,3,12,142,36,2,7,10
2023-09-26,FAC0233,1,0,6,2,0,6,12
2023-05-01,FAC0294,0,2,21,7,0,8,12
2023-01-29,FAC0134,1,0,13,10,0,2,8
2023-06-28,FAC0019,2,3,9,22,0,9,8
2023-10-21,FAC0103,0,5,49,10,3,4,6
2023-01-11,FAC0241,1,0,8,7,0,4,15
2024-12-09,FAC0272,3,0,12,10,0,5,15
2023-12-10,FAC0285,50,7,257,113,1,5,20
2023-05-10,FAC0011,2,2,8,11,0,7,6
2023-11-06,FAC0040,0,1,6,10,1,3,10
2024-08-16,FAC0073,0,1,3,5,0,2,21
2023-07-31,FAC0021,0,0,14,5,0,6,10
2023-07-05,FAC0141,2,4,37,12,2,6,15
2024-10-06,FAC0222,5,7,50,9,4,6,11
2024-05-08,FAC0278,10,8,93,64,1,7,11
2023-11-30,FAC0177,0,3,18,20,0,3,8
2024-11-23,FAC0271,0,0,8,13,0,5,16
2024-07-04,FAC0148,0,1,5,6,0,3,8
2023-05-27,FAC0116,22,5,54,124,0,8,13
2024-03-17,FAC0208,4,1,13,26,1,3,10
2024-11-05,FAC0018,0,1,10,1,1,7,19
2023-11-17,FAC0078,0,0,9,19,1,4,15
2023-12-23,FAC0220,34,4,153,92,4,1,11
2023-06-18,FAC0152,26,22,154,121,6,8,9
2024-11-03,FAC0247,1,0,4,8,1,2,13
2023-12-10,FAC0286,1,0,13,5,2,3,10
2024-09-04,FAC0049,2,0,81,8,0,5,6
2023-02-20,FAC0157,1,0,9,21,1,5,9
2023-04-03,FAC0256,2,3,21,7,1,4,17
2023-03-25,FAC0259,1,1,14,5,2,5,26
2023-06-14,FAC0131,0,0,20,21,2,3,10
2023-10-06,FAC0209,1,2,20,5,1,7,14
2024-12-01,FAC0071,1,1,7,4,1,5,13
2023-12-24,FAC0079,1,1,15,2,1,10,27
2024-03-21,FAC0086,29,31,280,35,5,1,15
2023-02-07,FAC0042,2,1,18,4,0,2,16
2023-07-03,FAC0299,0,1,13,16,1,8,16
2024-01-18,FAC0002,0,3,36,6,0,4,7
2024-08-31,FAC0158,38,41,303,144,1,2,3
2024-05-08,FAC0281,24,32,436,38,5,5,7
2024-09-26,FAC0261,5,0,11,24,0,4,17
2024-02-17,FAC0065,0,7,57,28,3,4,9
2024-05-19,FAC0225,2,2,13,17,1,4,11
2024-08-05,FAC0181,3,5,14,33,1,6,11
2023-11-16,FAC0003,3,0,6,14,0,3,10
2024-03-18,FAC0299,0,2,19,10,0,5,10
2024-09-01,FAC0290,1,3,10,19,1,11,11
2023-02-15,FAC0198,2,0,12,6,0,4,8
2024-11-06,FAC0024,1,1,5,8,1,4,23
2024-10-14,FAC0086,24,27,192,123,6,1,8
2024-03-29,FAC0165,27,34,273,19,0,1,8
2023-11-26,FAC0298,2,0,17,2,1,1,17
2023-08-23,FAC0281,9,21,251,223,5,3,12
2024-10-04,FAC0220,26,0,104,141,1,1,16
2024-02-12,FAC0115,6,5,23,36,0,4,17
2023-08-28,FAC0295,1,1,7,7,1,5,10
2024-08-17,FAC0199,3,0,10,21,2,1,25
2024-02-07,FAC0251,0,1,16,8,0,8,7
2023-01-06,FAC0109,3,2,8,16,1,2,10
2024-03-05,FAC0138,1,1,4,5,1,4,14
2023-12-14,FAC0106,5,0,26,14,2,4,10
2024-12-22,FAC0218,0,0,9,2,1,6,13
2023-10-05,FAC0300,1,2,21,3,0,3,18
2024-02-25,FAC0228,2,2,13,11,1,7,11
2024-03-24,FAC0079,2,2,10,7,0,6,18
2023-04-09,FAC0157,3,0,27,3,0,6,6
2023-05-12,FAC0114,4,3,10,26,1,5,19
2024-05-23,FAC0295,1,1,12,2,0,4,17
2023-06-05,FAC0021,1,1,16,3,1,5,17
2024-12-16,FAC0020,1,0,7,13,0,4,6
2024-04-29,FAC0166,1,1,13,4,0,3,14
2024-09-25,FAC0078,3,0,24,4,0,3,8
2023-12-31,FAC0022,2,0,12,6,0,3,9
2023-10-30,FAC0022,1,2,14,4,1,3,11
2024-05-12,FAC0175,2,1,34,4,3,2,15
2024-02-17,FAC0239,1,1,1,4,0,5,8
2024-06-17,FAC0054,52,15,461,27,1,4,17
2023-05-13,FAC0115,7,4,53,6,1,6,12
2024-03-16,FAC0057,0,0,6,5,1,9,13
2024-02-04,FAC0244,0,0,8,3,0,8,11
2024-12-22,FAC0097,3,0,32,54,1,5,17
2024-11-20,FAC0179,2,0,16,27,0,6,10
2023-08-04,FAC0136,1,0,22,13,0,6,13
2024-04-13,FAC0180,25,0,136,42,1,3,9
2023-10-09,FAC0261,2,3,10,25,1,5,13
2023-10-12,FAC0147,4,0,34,7,1,5,12
2024-11-07,FAC0298,0,2,16,3,1,2,18
2024-12-05,FAC0223,3,2,27,5,1,6,10
2024-01-29,FAC0103,4,1,27,32,3,3,7
2023-04-04,FAC0042,0,0,15,7,1,3,15
2023-11-17,FAC0179,6,3,19,24,0,10,8
2023-10-09,FAC0107,7,6,27,49,0,3,17
2023-08-26,FAC0151,2,3,58,8,3,2,13
2024-11-05,FAC0170,0,4,164,72,4,10,10
2024-06-03,FAC0019,1,0,12,19,1,6,13
2024-09-02,FAC0112,3,1,10,13,2,4,14
2024-10-13,FAC0150,1,2,11,19,1,3,12
2024-12-17,FAC0062,2,0,20,2,1,2,10
2024-06-29,FAC0272,3,1,18,4,0,4,11
2024-12-22,FAC0007,6,3,20,28,0,10,9
2023-07-13,FAC0290,0,1,12,17,1,7,13
2023-03-12,FAC0157,1,3,21,9,1,6,7
2023-05-28,FAC0048,4,1,17,24,1,8,24
2024-12-14,FAC0292,3,0,8,15,1,7,11
2024-05-03,FAC0096,1,3,30,4,0,4,11
2023-08-25,FAC0119,2,3,14,23,1,2,14
2023-05-15,FAC0084,1,2,20,11,0,3,4
2023-05-27,FAC0143,7,9,53,41,2,7,17
2024-05-01,FAC0116,13,1,82,96,3,7,8
2023-05-29,FAC0206,0,3,16,9,0,5,17
2023-02-17,FAC0094,4,4,22,35,2,3,9
2023-04-26,FAC0085,0,1,7,1,1,5,5
2024-04-11,FAC0249,2,0,27,3,0,2,18
2024-05-19,FAC0284,4,7,172,43,5,3,14
2023-12-24,FAC0208,2,4,16,23,0,2,15
2023-10-17,FAC0135,4,1,26,4,1,7,12
2023-07-02,FAC0186,1,0,13,3,0,6,10
2023-12-03,FAC0070,0,8,146,42,0,2,21
2023-10-17,FAC0168,2,2,54,48,7,4,17
2024-10-29,FAC0164,1,1,7,7,1,6,9
2024-12-16,FAC0004,3,0,13,11,0,6,16
2024-02-03,FAC0275,2,0,16,13,1,7,13
2024-05-17,FAC0082,0,2,15,8,0,6,10
2023-01-31,FAC0112,2,1,7,16,2,4,9
2023-01-26,FAC0186,0,1,7,9,1,5,9
2023-11-10,FAC0129,2,2,34,6,2,4,11
2024-06-15,FAC0275,1,3,19,10,0,11,9
2023-03-11,FAC0034,1,1,5,5,1,5,8
2023-11-17,FAC0146,0,0,3,6,0,3,13
2024-09-29,FAC0143,14,7,61,33,1,6,18
2024-08-26,FAC0243,4,29,228,65,0,6,21
2023-01-06,FAC0047,1,1,2,4,1,6,11
2024-02-20,FAC0299,4,0,13,16,0,5,8
2023-03-03,FAC0144,2,1,21,7,2,4,13
2024-08-01,FAC0128,8,3,43,14,2,10,10
2023-03-25,FAC0043,7,3,15,34,1,9,16
2023-12-26,FAC0148,1,1,6,5,1,4,9
2024-12-04,FAC0119,4,4,20,17,0,2,12
2023-04-26,FAC0223,3,2,20,12,1,5,11
2024-05-14,FAC0121,6,2,31,14,1,1,11
2023-02-05,FAC0145,0,3,24,10,2,9,10
2024-06-19,FAC0162,5,5,30,30,1,8,13
2023-02-08,FAC0137,3,0,14,7,1,4,12
2024-04-19,FAC0269,2,0,7,17,1,5,8
2023-11-06,FAC0119,0,1,14,23,0,2,17
2023-04-15,FAC0002,0,1,26,16,1,2,8
2024-10-09,FAC0251,0,2,16,8,0,8,7
2024-10-31,FAC0187,27,34,121,224,3,7,14
2024-02-13,FAC0268,5,3,21,22,1,1,10
2023-08-04,FAC0205,6,6,50,32,4,4,14
2023-05-22,FAC0039,2,1,24,6,0,3,19
2023-08-17,FAC0229,2,0,14,9,0,4,8
2023-07-05,FAC0094,8,2,20,37,3,3,9
2024-06-16,FAC0265,0,3,20,9,1,7,10
2023-11-30,FAC0069,2,0,11,3,1,3,12
2024-01-07,FAC0155,7,7,22,41,1,6,8
2024-01-29,FAC0229,1,1,20,3,0,5,11
2023-03-13,FAC0244,1,0,9,2,1,7,10
2024-05-24,FAC0224,1,1,3,9,2,4,8
2024-12-04,FAC0242,0,1,4,11,0,4,14
2023-03-05,FAC0030,0,0,5,9,1,4,7
2024-12-07,FAC0176,1,1,19,6,1,6,14
2024-07-28,FAC0043,3,5,18,31,0,8,15
2023-10-05,FAC0284,1,21,122,93,0,3,10
2023-05-07,FAC0130,3,2,15,9,1,4,20
2023-06-28,FAC0202,6,6,52,15,0,3,13
2023-10-31,FAC0006,16,14,98,146,9,6,12
2024-12-20,FAC0091,5,1,24,14,2,8,12
2023-05-26,FAC0250,3,0,7,14,0,7,6
2023-08-14,FAC0062,1,0,14,8,0,2,7
2023-12-22,FAC0059,4,0,31,5,0,5,8
2024-10-05,FAC0007,2,0,21,27,1,10,10
2024-09-18,FAC0268,6,0,38,5,2,1,10
2023-08-16,FAC0131,0,4,16,25,0,3,13
2023-08-15,FAC0217,11,4,54,41,0,6,16
2024-11-05,FAC0111,2,3,25,11,0,3,14
2023-12-25,FAC0071,0,0,9,2,0,6,9
2024-03-24,FAC0054,47,25,160,328,0,3,14
2024-05-24,FAC0030,1,0,12,2,0,3,6
2024-04-06,FAC0021,2,0,7,12,0,5,16
2023-07-01,FAC0080,2,0,6,8,0,4,15
2023-12-31,FAC0277,1,1,6,8,1,4,23
2024-03-14,FAC0190,2,8,63,18,2,11,12
2024-10-10,FAC0120,4,10,47,67,9,3,8
2023-11-02,FAC0199,0,1,22,9,0,1,14
2023-01-17,FAC0016,0,1,6,12,1,4,19
2023-02-20,FAC0009,2,0,19,11,2,4,13
2024-04-09,FAC0054,54,28,452,36,6,4,17
2023-04-24,FAC0044,1,4,31,5,1,5,17
2024-02-15,FAC0197,5,0,35,3,2,5,7
2023-09-24,FAC0280,57,50,245,189,0,4,17
2024-10-04,FAC0025,1,0,14,12,0,1,17
2023-09-23,FAC0032,0,1,5,8,0,8,7
2023-08-12,FAC0128,5,1,48,9,2,8,11
2023-01-13,FAC0195,1,1,12,2,0,4,10
2023-06-14,FAC0188,12,14,142,166,1,1,18
2024-12-11,FAC0133,1,5,22,37,2,3,8
2023-05-07,FAC0174,10,9,80,72,1,1,8
2023-06-09,FAC0146,0,1,5,4,1,2,13
2023-03-22,FAC0003,2,0,10,10,1,3,8
2024-11-24,FAC0227,25,36,249,203,2,5,13
2024-04-11,FAC0019,4,1,15,16,1,10,12
2024-10-16,FAC0002,1,1,30,12,1,5,10
2024-09-08,FAC0277,1,1,11,3,0,5,20
2024-08-17,FAC0191,3,0,18,31,1,4,10
2023-11-16,FAC0224,1,1,10,2,1,6,9
2023-08-06,FAC0107,5,2,53,23,1,6,16
2024-02-27,FAC0227,45,6,365,87,6,9,8
2024-02-05,FAC0224,1,1,7,5,1,8,12
2023-10-23,FAC0117,0,1,7,11,1,4,16
2023-04-03,FAC0263,2,3,29,11,1,6,10
2024-08-03,FAC0236,0,0,25,3,1,3,15
2023-04-11,FAC0027,36,36,181,173,5,3,11
2024-03-26,FAC0029,1,1,9,10,1,5,12
2024-12-03,FAC0118,1,0,23,15,0,3,15
2023-09-29,FAC0243,5,28,208,85,2,6,20
2023-02-10,FAC0190,9,3,58,23,0,9,9
2023-12-21,FAC0034,0,0,7,3,0,7,14
2024-01-26,FAC0247,1,1,6,6,0,2,7
2023-02-09,FAC0295,1,0,4,10,0,8,13
2024-11-02,FAC0291,2,1,16,22,0,5,17
2023-11-16,FAC0093,14,33,258,45,4,7,19
2023-04-04,FAC0173,2,0,13,9,0,4,18
2024-01-05,FAC0054,29,22,301,187,1,3,14
2024-11-03,FAC0273,4,1,21,10,2,3,6
2024-05-16,FAC0126,4,3,18,19,1,3,22
2024-07-22,FAC0093,25,35,148,155,0,8,18
2023-03-12,FAC0075,0,1,4,8,0,8,10
2024-08-12,FAC0110,3,1,19,22,1,8,17
2023-06-29,FAC0190,12,6,71,10,1,10,11
2023-12-03,FAC0222,1,1,36,23,1,4,11
2024-04-27,FAC0197,3,1,19,19,0,7,9
2024-10-17,FAC0153,0,0,14,22,2,3,10
2023-11-21,FAC0056,3,1,16,12,1,7,8
2023-08-01,FAC0011,1,1,12,7,1,6,9
2023-01-09,FAC0169,8,6,45,42,0,3,18
2023-10-27,FAC0194,7,3,42,5,2,7,12
2023-04-06,FAC0207,5,3,19,16,0,5,12
2023-06-11,FAC0153,0,4,13,23,3,2,14
2024-02-11,FAC0218,0,1,5,6,0,10,16
2023-08-05,FAC0278,14,6,52,105,6,6,18
2024-11-23,FAC0116,26,2,98,80,0,11,9
2024-08-01,FAC0045,1,0,24,13,1,8,13
2023-02-13,FAC0201,9,3,30,35,1,2,7
2023-08-28,FAC0225,0,3,21,9,0,4,13
2024-02-22,FAC0214,1,0,14,5,1,4,5
2024-02-07,FAC0176,1,1,16,9,0,7,15
2024-03-06,FAC0176,3,0,23,2,1,6,7
2023-03-18,FAC0048,2,1,20,21,0,9,16
2023-09-01,FAC0231,1,1,3,8,1,1,9
2024-08-28,FAC0161,0,1,9,2,1,5,9
2024-06-19,FAC0033,5,7,41,21,0,2,14
2024-11-21,FAC0251,1,2,20,4,1,5,8
2024-07-27,FAC0160,2,2,19,17,0,3,9
2023-04-27,FAC0277,1,1,6,8,0,3,14
2023-12-28,FAC0222,2,0,33,26,4,7,10
2024-01-29,FAC0164,1,1,12,2,0,3,12
2024-04-15,FAC0048,2,1,33,8,0,7,13
2024-04-30,FAC0048,3,1,29,12,1,6,22
2023-06-03,FAC0028,0,3,24,22,1,6,12
2024-03-10,FAC0285,37,12,227,143,2,3,22
2024-11-05,FAC0195,1,0,4,10,1,5,5
2024-10-28,FAC0197,3,2,33,5,0,8,11
2024-12-04,FAC0132,3,0,25,4,0,7,9
2023-02-02,FAC0013,1,2,14,7,1,4,8
2024-01-27,FAC0234,1,1,5,6,1,1,8
2023-09-18,FAC0093,38,36,181,122,2,6,14
2024-03-01,FAC0029,2,1,14,5,0,3,18
2023-08-25,FAC0282,0,0,25,10,0,2,11
2024-09-03,FAC0278,6,9,136,21,6,6,18
2023-02-24,FAC0072,1,8,32,36,2,7,11
2023-05-23,FAC0232,8,4,50,50,2,1,13
2023-12-25,FAC0181,1,3,39,8,0,6,13
2024-08-15,FAC0185,34,9,226,28,7,11,10
2023-02-13,FAC0152,12,25,112,163,4,8,11
2023-12-22,FAC0057,0,1,6,5,2,9,18
2023-01-07,FAC0039,1,3,15,15,0,2,19
2024-06-09,FAC0258,7,6,37,19,0,5,10
2023-10-03,FAC0150,4,0,22,8,0,2,9
2023-11-20,FAC0229,2,1,16,7,1,5,9
2023-01-14,FAC0200,1,0,24,5,2,8,13
2024-12-27,FAC0232,6,0,83,17,1,2,9
2024-05-02,FAC0018,1,1,4,7,0,5,14
2024-02-17,FAC0226,0,0,42,3,1,6,10
2024-02-23,FAC0042,2,0,6,16,0,4,11
2023-03-23,FAC0073,0,1,3,5,0,2,14
2024-02-27,FAC0242,0,0,9,6,1,4,8
2024-10-27,FAC0100,24,29,226,50,2,6,18
2024-08-29,FAC0120,13,11,38,76,1,3,6
2024-01-29,FAC0293,0,2,8,16,1,4,21
2023-09-29,FAC0287,3,2,22,14,2,1,14
2023-02-25,FAC0193,2,0,17,7,1,6,6
2024-11-28,FAC0105,1,3,14,16,0,5,25
2023-05-05,FAC0159,6,1,29,12,0,4,15
2023-11-02,FAC0155,0,3,28,35,2,3,9
2023-10-27,FAC0171,2,1,14,2,1,5,10
2023-08-20,FAC0166,1,0,9,8,0,3,9
2023-12-04,FAC0211,1,1,4,8,1,8,17
2024-05-03,FAC0089,2,3,40,21,1,7,12
2023-01-03,FAC0108,4,3,25,9,1,3,13
2023-10-06,FAC0285,22,24,135,235,2,5,16
2023-01-15,FAC0137,3,0,8,13,0,5,8
2023-07-24,FAC0025,1,3,24,2,0,1,21
2023-02-22,FAC0084,2,3,15,16,2,5,5
2023-03-20,FAC0185,18,0,214,40,3,7,19
2023-09-21,FAC0280,22,15,386,48,0,2,18
2024-07-23,FAC0231,1,1,8,3,1,2,13
2023-03-30,FAC0014,1,4,23,21,0,3,21
2024-11-10,FAC0068,4,1,17,10,1,6,6
2023-08-14,FAC0156,4,6,51,49,2,5,7
2024-04-14,FAC0007,3,2,44,4,0,6,16
2024-05-20,FAC0155,1,5,50,13,0,3,14
2023-07-19,FAC0085,0,1,5,3,0,4,5
2024-04-07,FAC0193,1,1,13,11,0,6,8
2023-06-09,FAC0206,1,2,12,13,1,4,11
2023-05-28,FAC0025,0,1,18,8,0,3,20
2023-04-02,FAC0300,3,1,17,7,0,4,9
2024-03-06,FAC0268,3,1,31,12,0,1,14
2023-03-07,FAC0261,2,4,30,5,4,4,17
2024-04-27,FAC0213,1,2,19,8,1,7,15
2024-12-29,FAC0276,4,1,18,15,1,7,15
2023-10-13,FAC0024,0,1,8,5,0,3,12
2024-04-25,FAC0143,2,5,49,45,1,8,17
2023-09-15,FAC0006,16,19,76,168,3,7,17
2024-05-24,FAC0239,1,0,2,3,1,6,8
2023-05-30,FAC0271,1,2,19,2,0,3,16
2024-05-26,FAC0150,0,3,15,15,0,3,16
2023-02-28,FAC0140,3,1,22,10,1,5,16
2024-02-09,FAC0190,7,7,45,36,1,9,15
2024-02-28,FAC0085,0,1,2,6,1,3,9
2023-10-02,FAC0216,0,1,7,4,0,4,11
2024-04-24,FAC0044,1,3,31,5,1,5,23
2024-03-22,FAC0243,6,26,186,107,1,6,21
2024-07-29,FAC0080,1,1,8,6,1,4,10
2024-12-26,FAC0176,3,0,12,13,1,7,10
2023-10-28,FAC0051,65,10,360,120,3,10,9
2023-06-04,FAC0120,13,3,92,22,4,4,7
2023-02-04,FAC0028,2,0,34,12,1,8,18
2024-01-21,FAC0190,7,9,69,12,0,10,11
2024-07-31,FAC0226,5,2,34,11,0,6,11
2024-02-24,FAC0071,1,1,7,4,1,4,11
2024-03-03,FAC0152,18,1,199,76,6,5,14
2024-11-09,FAC0232,6,2,39,61,3,2,7
2023-04-29,FAC0264,0,1,51,22,1,3,9
2023-08-16,FAC0216,1,1,3,8,1,4,7
2024-07-11,FAC0221,12,13,276,44,1,4,11
2023-04-15,FAC0234,0,0,5,6,1,1,8
2023-07-29,FAC0062,1,0,18,4,1,2,9
2023-09-29,FAC0161,0,0,7,4,2,3,13
2024-11-18,FAC0274,13,9,82,10,1,5,10
2023-11-18,FAC0025,3,0,18,8,1,3,19
2024-09-08,FAC0228,2,2,9,15,0,10,10
2023-12-30,FAC0170,16,21,196,40,2,8,8
2024-05-12,FAC0098,3,1,33,3,1,8,6
2023-05-13,FAC0027,20,6,177,177,2,6,12
2024-11-23,FAC0260,0,5,26,18,0,2,18
2024-01-11,FAC0002,1,1,20,22,0,5,10
2023-11-06,FAC0075,0,1,5,7,1,11,18
2024-02-26,FAC0052,0,0,7,8,1,7,24
2024-05-14,FAC0040,0,0,14,2,0,5,7
2023-07-29,FAC0205,9,0,57,25,4,7,9
2023-11-28,FAC0283,5,2,35,4,2,6,7
2024-02-20,FAC0040,1,1,11,5,1,4,8
2023-09-08,FAC0266,6,8,73,23,1,7,16
2024-02-02,FAC0293,3,2,14,10,1,6,27
2024-05-22,FAC0187,47,32,141,204,4,7,7
2023-10-31,FAC0231,0,0,7,4,1,1,15
2024-10-18,FAC0059,0,3,30,6,1,5,6
2024-02-08,FAC0243,41,19,96,197,0,9,15
2023-02-10,FAC0184,5,4,15,21,1,4,15
2024-08-05,FAC0077,0,1,6,4,1,5,10
2023-12-18,FAC0212,6,5,45,10,2,3,18
2024-05-29,FAC0282,4,3,25,10,0,2,16
2023-08-11,FAC0240,0,1,13,3,0,7,12
2024-03-05,FAC0278,3,14,148,9,4,7,16
